Character,Type,Content
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,peeks around the corner of one of the boxes and looks up at
Narration,Narrative,Andy fast asleep clutching his cowboy hat.
Narration,Narrative,
Narration,Narrative,"Oh, Woody, if only you could see"
Narration,Narrative,how much Andy misses you.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,THUNDER RUMBLES as rain pours down outside the spooky dwelling.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Sid is in bed fast asleep.
Narration,Narrative,
Narration,Narrative,"Woody struggles to move his milkcrate jail, but with the"
Narration,Narrative,weight of the toolbox on top it won't budge.
Narration,Narrative,
Narration,Narrative,Woody looks across the desktop at Buzz sitting dejectedly
Narration,Narrative,with the rocket strapped to his back.
Narration,Narrative,
Narration,Narrative,"Ps-s-s-s-t!  Psst!  Hey, Buzz!"
Narration,Narrative,
Narration,Narrative,No reaction from Buzz.
Narration,Narrative,
Narration,Narrative,Woody picks up a stray washer from the desktop and flings it
Narration,Narrative,"at Buzz, striking his helmet."
Narration,Narrative,
Narration,Narrative,Buzz lifts his head and turns lifelessly to look at Woody.
Narration,Narrative,
Narration,Narrative,Hey!  Get over here and see if you
Narration,Narrative,can get this tool box off me.
Narration,Narrative,
Narration,Narrative,Buzz just looks away from Woody and bows his head.
Narration,Narrative,
Narration,Narrative,"Oh, come on, Buzz.  I...Buzz, I"
Narration,Narrative,can't do this without you.  I need
Narration,Narrative,your help.
Narration,Narrative,
Narration,Narrative,I can't help.  I can't help anyone.
Narration,Narrative,
Narration,Narrative,"Why, sure you can, Buzz.  You can"
Narration,Narrative,get me out of here and then I'll
Narration,Narrative,"get that rocket off you, and we'll"
Narration,Narrative,make a break for Andy's house.
Narration,Narrative,
Narration,Narrative,Andy's house.  Sid's house.  What's
Narration,Narrative,the difference.
Narration,Narrative,
Narration,Narrative,"Oh, Buzz, you've had a big fall."
Narration,Narrative,You must not be thinking clearly.
Narration,Narrative,
Narration,Narrative,"No, Woody, for the first time I am"
Narration,Narrative,thinking clearly.
Narration,Narrative,(looking at himself)
Narration,Narrative,You were right all along.  I'm not
Narration,Narrative,a Space Ranger.  I'm just a toy.  A
Narration,Narrative,stupid little insignificant toy.
Narration,Narrative,
Narration,Narrative,"Whoa, hey -- wait a minute.  Being"
Narration,Narrative,a toy is a lot better than being a
Narration,Narrative,Space Ranger.
Narration,Narrative,
Narration,Narrative,"Yeah, right."
Narration,Narrative,
Narration,Narrative,"No, it is.  Look, over in that"
Narration,Narrative,house is a kid who thinks you are
Narration,Narrative,"the greatest, and it's not because"
Narration,Narrative,"you're a Space Ranger, pal, it's"
Narration,Narrative,because you're a TOY!  You are HIS
Narration,Narrative,toy.
Narration,Narrative,
Narration,Narrative,But why would Andy want me?
Narration,Narrative,
Narration,Narrative,Why would Andy want you?!  Look at
Narration,Narrative,you!  You're a Buzz Lightyear.  Any
Narration,Narrative,other toy would give up his moving
Narration,Narrative,parts just to be you.  You've got
Narration,Narrative,"wings, you glow in the dark, you"
Narration,Narrative,"talk, your helmet does that -- that"
Narration,Narrative,whoosh thing -- you are a COOL toy.
Narration,Narrative,
Narration,Narrative,Woody pauses and looks at himself.
Narration,Narrative,
Narration,Narrative,(continued; depressed)
Narration,Narrative,As a matter of fact you're too cool.
Narration,Narrative,I mean -- I mean what chance does a
Narration,Narrative,toy like me have against a Buzz
Narration,Narrative,Lightyear action figure?  All I can
Narration,Narrative,do is...
Narration,Narrative,
Narration,Narrative,Woody pulls his own pull-string.
Narration,Narrative,
Narration,Narrative,There's a snake in my boots!
Narration,Narrative,
Narration,Narrative,Woody bows his head.
Narration,Narrative,
Narration,Narrative,Why would Andy ever want to play
Narration,Narrative,"with me, when he's got you?"
Narration,Narrative,(pause)
Narration,Narrative,I'm the one that should be strapped
Narration,Narrative,to that rocket.
Narration,Narrative,
Narration,Narrative,"Woody slumps dejectedly against the crate, his back to Buzz."
Narration,Narrative,
Narration,Narrative,Buzz lifts up his foot.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"The signature ""ANDY"" reads through the dirt and scuff marks."
Narration,Narrative,
Narration,Narrative,Buzz gazes back at Woody.  A look of determination spreads
Narration,Narrative,across his face.
Narration,Narrative,
Narration,Narrative,"Listen Buzz, forget about me.  You"
Narration,Narrative,should get out of here while you can.
Narration,Narrative,
Narration,Narrative,Silence.
Narration,Narrative,
Narration,Narrative,Woody turns around.
Narration,Narrative,
Narration,Narrative,Buzz is gone.
Narration,Narrative,
Narration,Narrative,"Suddenly, the entire milkcrate begins to shake.  Woody looks"
Narration,Narrative,up to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"He is on top of the milkcrate, trying to push the tool box off."
Narration,Narrative,
Narration,Narrative,Buzz!!  What are you doing?  I
Narration,Narrative,thought you were --
Narration,Narrative,
Narration,Narrative,"Come on, Sheriff.  There's a kid"
Narration,Narrative,over in that house who needs us.
Narration,Narrative,Now let's get you out of this thing.
Narration,Narrative,
Narration,Narrative,Yes Sir!
Narration,Narrative,
Narration,Narrative,"Both Buzz and Woody push the milkcrate and together, they"
Narration,Narrative,finally get it to move but it's slow progress.
Narration,Narrative,
Narration,Narrative,(strained)
Narration,Narrative,"Come on, Buzz!  We can do it!"
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The two toys stop to look out the window by the workbench.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,With the rain stopped and the sun beginning to rise...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,can be seen pulling up in front of Andy's house.
Narration,Narrative,
Narration,Narrative,Woody!  It's the moving van.
Narration,Narrative,
Narration,Narrative,We've got to get out of here...NOW.
Narration,Narrative,
Narration,Narrative,Buzz braces himself between the tool chest and the wall.
Narration,Narrative,
Narration,Narrative,"Using his legs, Buzz pushes with all his might.  The toolbox"
Narration,Narrative,begins to move.
Narration,Narrative,
Narration,Narrative,Woody notices that with every shove Buzz gives to the tool
Narration,Narrative,"chest, the milkcrate begins to edge out over the lip of the"
Narration,Narrative,desk.
Narration,Narrative,
Narration,Narrative,"C'mon, Buzz."
Narration,Narrative,
Narration,Narrative,Finally the gap is wide enough for Woody to jump through.
Narration,Narrative,Woody drops down to the floor below.
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,Alright.  Buzz!  Hey!  I'm out!
Narration,Narrative,
Narration,Narrative,Buzz doesn't hear Woody and continues to shove the toolbox
Narration,Narrative,(and milkcrate) farther out.
Narration,Narrative,
Narration,Narrative,...almost
Narration,Narrative,...there
Narration,Narrative,...
Narration,Narrative,
Narration,Narrative,Woody looks up just in time to see the entire toolbox and
Narration,Narrative,milkcrate topple towards him.
Narration,Narrative,
Narration,Narrative,(nervous laugh)
Narration,Narrative,
Narration,Narrative,The toolbox CRASHES right on top of Woody.
Narration,Narrative,
Narration,Narrative,"Buzz falls onto the desktop and glances over to Sid, who"
Narration,Narrative,stirs...
Narration,Narrative,
Narration,Narrative,(in his sleep)
Narration,Narrative,I wanna ride the pony...
Narration,Narrative,
Narration,Narrative,"Sid does not wake.  Buzz heaves a SIGH OF RELIEF, then peers"
Narration,Narrative,over the edge of the workbench.
Narration,Narrative,
Narration,Narrative,Woody!  Woody?!  Are you alright?!
Narration,Narrative,
Narration,Narrative,Woody lifts himself out from under the rubble.
Narration,Narrative,
Narration,Narrative,(punch-drunk)
Narration,Narrative,"No, I'm fine...I'm okay..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,It goes off by Sid's bed.  Woody drops back under the
Narration,Narrative,toolbox and Buzz goes limp.
Narration,Narrative,
Narration,Narrative,"Sid groggily sits up for a beat, then his eyes light up."
Narration,Narrative,
Narration,Narrative,"Oh, yeah!  Time for lift-off!"
Narration,Narrative,
Narration,Narrative,"Sid jumps out of bed, grabs Buzz and bolts out of the room."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Woody leaps to his feet, runs across the room, and catches"
Narration,Narrative,the door just before it closes.  As he swings the door back
Narration,Narrative,open Woody is confronted by...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The dog barrels down the hallway straight for Woody.
Narration,Narrative,
Narration,Narrative,Aaah!  Back!  Back!  Down!  Down!
Narration,Narrative,
Narration,Narrative,Woody slams the door shut just in time.  Scud BARKS AND
Narration,Narrative,SCRATCHES at the door.
Narration,Narrative,
Narration,Narrative,(out of breath; to himself)
Narration,Narrative,"Okay, what do I do?  Come on Woody,"
Narration,Narrative,think!
Narration,Narrative,
Narration,Narrative,Woody looks across the room.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,have appeared all around the room.
Narration,Narrative,
Narration,Narrative,Guys!
Narration,Narrative,
Narration,Narrative,The mutant toys all scatter and hide.
Narration,Narrative,
Narration,Narrative,"No, no, no!  Wait!  Wait!  Listen!"
Narration,Narrative,Please!  There's a good toy down
Narration,Narrative,there and he's -- he's going to be
Narration,Narrative,blown to bits in a few minutes all
Narration,Narrative,because of me.  I've gotta save him!
Narration,Narrative,(pause)
Narration,Narrative,-- But I need your help.
Narration,Narrative,
Narration,Narrative,No response.
Narration,Narrative,
Narration,Narrative,Woody then notices Babyface timidly peeking out of the
Narration,Narrative,shadows from under the bed.
Narration,Narrative,
Narration,Narrative,Please.  He's my friend.  He's the
Narration,Narrative,only one I've got.
Narration,Narrative,
Narration,Narrative,Babyface crawls out and bangs in code on the side of Sid's
Narration,Narrative,metal bedpost.
Narration,Narrative,
Narration,Narrative,"The mutant toys emerge from the shadows, and gather around"
Narration,Narrative,Woody.  He kneels down into a huddle with them.
Narration,Narrative,
Narration,Narrative,(to Babyface)
Narration,Narrative,Thank you.
Narration,Narrative,(to the others)
Narration,Narrative,Okay.  I think I know what to do.
Narration,Narrative,We're going to have to break a few
Narration,Narrative,"rules, but if it works, it'll help"
Narration,Narrative,everybody.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,THE MOVERS cart out the last load.  A forlorn Andy clutches
Narration,Narrative,"onto Buzz's ""spaceship"" box in one hand and his cowboy hat"
Narration,Narrative,in the other.
Narration,Narrative,
Narration,Narrative,Andy scans the empty room and heaves a sad SIGH.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Sid comes out of the she carrying a bunch of materials under
Narration,Narrative,his arm.
Narration,Narrative,
Narration,Narrative,(as Astronaut)
Narration,Narrative,Houston to Mission Control.  Come
Narration,Narrative,"in, Control."
Narration,Narrative,
Narration,Narrative,He drops the junk down beside an inanimate Buzz.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,Launch pad is being constructed!
Narration,Narrative,Heh-heh.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Scud is planted right outside Sid's bedroom door, poised to"
Narration,Narrative,attack anything that exits.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody has created a little diagram of the house and yard out
Narration,Narrative,of dominoes and Scrabble tiles.  He points to it with a
Narration,Narrative,pencil as he addresses the mutants.
Narration,Narrative,
Narration,Narrative,"All right, listen up.  I need Pump"
Narration,Narrative,Boy here -- Ducky here.  Legs?
Narration,Narrative,
Narration,Narrative,"LEGS, the toy fishing rod with fashion doll legs, steps"
Narration,Narrative,forward from the crowd.
Narration,Narrative,
Narration,Narrative,(continued; to Legs)
Narration,Narrative,You're with Ducky.
Narration,Narrative,(to the others)
Narration,Narrative,RollerBob and I don't move till we
Narration,Narrative,get the signal.  Clear?
Narration,Narrative,
Narration,Narrative,The mutants all give an affirmative nod.
Narration,Narrative,
Narration,Narrative,"Okay, let's move!"
Narration,Narrative,
Narration,Narrative,The toys all break.
Narration,Narrative,
Narration,Narrative,"Legs and DUCKY, a duck head Pez dispenser with baby doll"
Narration,Narrative,"torso and plunger base, rush over to a heating grate and"
Narration,Narrative,pull the face plate off the wall.  They disappear into the
Narration,Narrative,heating duct.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Ducky and Legs come to an intersection.  Ducky QUACKS and
Narration,Narrative,they head down the right tunnel.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"HAND-IN-THE-BOX, the rubber hand in the Jack-in-the-box,"
Narration,Narrative,stacks on top of several mutant toys to reach the doorknob
Narration,Narrative,of the bedroom door.
Narration,Narrative,
Narration,Narrative,"Woody hops onto ROLLERBOB, a skateboard with a soldier's"
Narration,Narrative,upper torso tied to its front.
Narration,Narrative,
Narration,Narrative,Wind the frog!
Narration,Narrative,
Narration,Narrative,"WALKING CAR, a Hot Wheels car with baby arms, begins winding"
Narration,Narrative,"up THE FROG, a tin wind-up frog with monster truck wheels"
Narration,Narrative,instead of legs.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,A bottom of wall insulation is pushed aside to reveal Ducky
Narration,Narrative,and Legs.  They make their way towards a junction box
Narration,Narrative,sitting in the center of the floor.
Narration,Narrative,
Narration,Narrative,Ducky and Legs lift the loose junction box.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,suddenly lifts upward and disappears into the roof.
Narration,Narrative,
Narration,Narrative,Ducky extends his Pez neck out of the hole to check that the
Narration,Narrative,coast is clear.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"All the toys have manned their positions and wait silently,"
Narration,Narrative,their eyes fixed on Woody.
Narration,Narrative,
Narration,Narrative,Wait for the signal.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Ducky takes the end of the line off Legs' fishing reel,"
Narration,Narrative,"hooks it onto himself, and is then lowered down through the"
Narration,Narrative,open hole.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Hanging halfway down the front door, Ducky begins to swing."
Narration,Narrative,Eventually he swings far enough to reach his destination:
Narration,Narrative,the doorbell.
Narration,Narrative,
Narration,Narrative,Ducky presses it.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody throws his arm down.
Narration,Narrative,
Narration,Narrative,Go!!
Narration,Narrative,
Narration,Narrative,Hand-in-the-box throws open the door and The Frog is let loose.
Narration,Narrative,
Narration,Narrative,The Frog zips through Scud's legs and down the hallway.
Narration,Narrative,Scud chases after it and follows it down the stairs.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,I'll get it!
Narration,Narrative,
Narration,Narrative,Woody helps the rest of the mutant toys onto the skateboard.
Narration,Narrative,
Narration,Narrative,"Alright, let's go."
Narration,Narrative,
Narration,Narrative,"Using his front arms, Rollerbob propels the skateboard and"
Narration,Narrative,crew out into the hallway.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Hannah walks to the front door...
Narration,Narrative,
Narration,Narrative,I'm coming!  I'm coming!
Narration,Narrative,
Narration,Narrative,...and opens it.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Nobody's there.
Narration,Narrative,
Narration,Narrative,Hannah doesn't notice Ducky stuck to the porch floor by his
Narration,Narrative,plunger.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,zooms down the stairs with Scud BARKING right behind.  The
Narration,Narrative,"Frog leaps off the last step, speeds through Hannah's legs"
Narration,Narrative,and out the open front door.
Narration,Narrative,
Narration,Narrative,"Hannah looks back inside at Scud.  In that moment, Ducky"
Narration,Narrative,catches the Frog and is quickly reeled upwards back into the
Narration,Narrative,roof.
Narration,Narrative,
Narration,Narrative,"Scud bursts through Hannah's legs, knocking her over, and"
Narration,Narrative,runs out onto the empty porch.
Narration,Narrative,
Narration,Narrative,(annoyed)
Narration,Narrative,
Narration,Narrative,"Scud suddenly realizes he's been duped, but before he can"
Narration,Narrative,"get back inside, Hannah slams the front door shut."
Narration,Narrative,
Narration,Narrative,Stupid dog.
Narration,Narrative,
Narration,Narrative,Scud smashes into the closed door and begins BARKING furiously.
Narration,Narrative,
Narration,Narrative,As Hannah storms off into another room she doesn't notice
Narration,Narrative,Woody and the mutants zipping off the stairs and round the
Narration,Narrative,"corner, heading straight into the kitchen."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,By now RollerBob has really picked up speed.  He shoots
Narration,Narrative,"underneath the kitchen table, through the maze of chair"
Narration,Narrative,"legs, straight towards..."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Lean back!
Narration,Narrative,
Narration,Narrative,The mutants all push back causing the RollerBob to do a
Narration,Narrative,wheelie.  They smash through the doggie door...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,...and catapult into the bushes.
Narration,Narrative,
Narration,Narrative,The toys peek out from the bush to see Buzz strapped to the
Narration,Narrative,launchpad.  Sid is still in the toolshed.
Narration,Narrative,
Narration,Narrative,"Uh, Mission Control...is the"
Narration,Narrative,launchpad construction complete? --
Narration,Narrative,(simulated static)
Narration,Narrative,"Uh, Roger, rocket is now secured to"
Narration,Narrative,guide wire.  We are currently
Narration,Narrative,obtaining the...ignition sticks.
Narration,Narrative,Countdown will commence momentarily.
Narration,Narrative,Stand by --
Narration,Narrative,(simulated static)
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Ducky, Legs, and the Frog shoot out into the yard from a"
Narration,Narrative,drain pipe.  They exchange a thumbs-up with Woody.
Narration,Narrative,
Narration,Narrative,(to toys in the bush)
Narration,Narrative,Let's go!
Narration,Narrative,
Narration,Narrative,The mutants disperse to their designated places in the yard.
Narration,Narrative,
Narration,Narrative,"Hey, Mom?!  Where are the matches?"
Narration,Narrative,"Oh, oh, wait, here they are."
Narration,Narrative,Nevermind...
Narration,Narrative,
Narration,Narrative,"Woody runs towards Buzz, who spots Woody approaching."
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,Woody?!  Great!  Help me out of
Narration,Narrative,this thing!
Narration,Narrative,
Narration,Narrative,Woody stops a few feet away from Buzz.
Narration,Narrative,
Narration,Narrative,Shhhhhhh!
Narration,Narrative,
Narration,Narrative,What?!
Narration,Narrative,
Narration,Narrative,(loud whisper)
Narration,Narrative,It's ok.  Everything's under control.
Narration,Narrative,
Narration,Narrative,Woody deliberately falls down limp on the grass.
Narration,Narrative,
Narration,Narrative,Woody?!  What are you doing?!
Narration,Narrative,
Narration,Narrative,Sid emerges from the tool shed.  Buzz freezes.
Narration,Narrative,
Narration,Narrative,"Houston, all systems are go."
Narration,Narrative,Requesting permission to launch --
Narration,Narrative,(spotting Woody)
Narration,Narrative,Hey!  How'd you get out here?
Narration,Narrative,
Narration,Narrative,"Sid picks up Woody, examines him for a beat and then smiles."
Narration,Narrative,
Narration,Narrative,"Oh, well, you and I can have a"
Narration,Narrative,cookout later.  Ha-ha-ha...
Narration,Narrative,
Narration,Narrative,He sticks a match prominently in Woody's holster and tosses
Narration,Narrative,him onto the grill of an open barbecue.
Narration,Narrative,
Narration,Narrative,"Houston, do we have permission to"
Narration,Narrative,launch? --
Narration,Narrative,(simulated static)
Narration,Narrative,"Uh, Roger, permission granted.  You"
Narration,Narrative,are confirmed at T minus 10 seconds...
Narration,Narrative,
Narration,Narrative,"During Sid's countdown, all the mutants scurry into their"
Narration,Narrative,final positions.
Narration,Narrative,
Narration,Narrative,Sid lights a match.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,...and counting.  Ten!  Nine!
Narration,Narrative,Eight!  Seven!  Six!  Five!  Four!
Narration,Narrative,Three!  Two!... One!...
Narration,Narrative,
Narration,Narrative,Sid grins menacingly as the match moves towards the fuse.
Narration,Narrative,
Narration,Narrative,Reach for the sky!!
Narration,Narrative,
Narration,Narrative,Huh?
Narration,Narrative,
Narration,Narrative,Sid pulls back from lighting the fuse.  He turns to look at
Narration,Narrative,Woody still lying lifelessly atop the barbecue except for
Narration,Narrative,the sound emitting from his voice box.
Narration,Narrative,
Narration,Narrative,This town ain't big enough for the
Narration,Narrative,two of us!
Narration,Narrative,
Narration,Narrative,What?!
Narration,Narrative,
Narration,Narrative,Sid walks over to Woody and picks him up.
Narration,Narrative,
Narration,Narrative,Somebody's poisoned the water hole...
Narration,Narrative,
Narration,Narrative,It's busted.
Narration,Narrative,
Narration,Narrative,"He raises Woody up, about to throw him away --"
Narration,Narrative,
Narration,Narrative,"Who are you callin' busted, Buster?!"
Narration,Narrative,
Narration,Narrative,Sid stops short and looks at Woody again.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,"That's right.  I'm talking to YOU,"
Narration,Narrative,Sid Phillips.  We don't like being
Narration,Narrative,"blown up, Sid, or smashed, or"
Narration,Narrative,ripped apart...
Narration,Narrative,
Narration,Narrative,"While Woody's voice box talks, Sid checks the pullstring."
Narration,Narrative,
Narration,Narrative,It isn't moving.  Sid GULPS.
Narration,Narrative,
Narration,Narrative,W-w-w-we?
Narration,Narrative,
Narration,Narrative,That's right.
Narration,Narrative,(beat)
Narration,Narrative,Your toys.
Narration,Narrative,
Narration,Narrative,"The remains of broken toys in the yard, led by the bedroom"
Narration,Narrative,"mutants, begin rising from the ground in ""NIGHT OF THE"
Narration,Narrative,"LIVING DEAD"" fashion."
Narration,Narrative,"The toys march forward, forming a circle around Sid.  Sid is"
Narration,Narrative,too frightened to scream or move.
Narration,Narrative,
Narration,Narrative,"From now on, you must take good"
Narration,Narrative,care of your toys.  Because if you
Narration,Narrative,"don't, we'll find out, Sid.  We"
Narration,Narrative,toys can see...
Narration,Narrative,
Narration,Narrative,Woody's inanimate head rotates 360 degrees.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,...everything.
Narration,Narrative,
Narration,Narrative,For a split second Woody's face comes to life.
Narration,Narrative,
Narration,Narrative,(regular voice)
Narration,Narrative,So play nice.
Narration,Narrative,
Narration,Narrative,Sid drops Woody and bolts inside the house.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody and all the toys CHEER VICTORIOUSLY.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Hannah has just come downstairs carrying a new doll when Sid
Narration,Narrative,rushes up to her.
Narration,Narrative,
Narration,Narrative,The toys!  The toys are alive!
Narration,Narrative,
Narration,Narrative,Sid eyes Hannah's doll and pats it gently on the head.
Narration,Narrative,
Narration,Narrative,(continued)
Narration,Narrative,N-N-Nice dolly...
Narration,Narrative,
Narration,Narrative,"Hannah, sensing Sid's fear, suddenly thrusts the doll in"
Narration,Narrative,Sid's face.  He SCREAMS and runs upstairs.  Hannah chases
Narration,Narrative,"after him, taunting."
Narration,Narrative,
Narration,Narrative,"What's wrong, Sid?!  Don't you want"
Narration,Narrative,to play with Sally?!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The toys are all congratulating one another.
Narration,Narrative,"Nice work, fellahs.  Good job."
Narration,Narrative,Comin' out of the ground -- what a
Narration,Narrative,touch!  That was a stroke of genius.
Narration,Narrative,
Narration,Narrative,Woody!
Narration,Narrative,
Narration,Narrative,"Woody turns around and looks at Buzz, who's still affixed to"
Narration,Narrative,Sid's launchpad.  Buzz extends his hand to Woody.
Narration,Narrative,
Narration,Narrative,Thanks.
Narration,Narrative,
Narration,Narrative,They shake.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Everybody say, ""Bye, house."""
Narration,Narrative,
Narration,Narrative,(depressed)
Narration,Narrative,"Bye, house."
Narration,Narrative,
Narration,Narrative,Buzz and Woody look in the direction of Andy's house.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"Through the fence, Andy and his family can be seen getting"
Narration,Narrative,into the van.
Narration,Narrative,
Narration,Narrative,Woody!  The van!
Narration,Narrative,
Narration,Narrative,Woody quickly hoists Buzz off the pole he was tied to.
Narration,Narrative,
Narration,Narrative,(to mutant toys)
Narration,Narrative,"We gotta run!  Thanks, guys."
Narration,Narrative,
Narration,Narrative,"With the rocket still taped to Buzz, the two toys sprint"
Narration,Narrative,towards the fence.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Quick!
Narration,Narrative,
Narration,Narrative,"Woody easily slips through the slats in the fence, but"
Narration,Narrative,Buzz's rocket causes him to become stuck.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody has climbed up on to the rear bumper of the van before
Narration,Narrative,realizing that Buzz is missing.  He looks back to discover
Narration,Narrative,Buzz stuck in the fence.
Narration,Narrative,
Narration,Narrative,Just go!  I'll catch up!
Narration,Narrative,
Narration,Narrative,Woody jumps down and runs back for Buzz.
Narration,Narrative,
Narration,Narrative,The van begins pulling out of the driveway.
Narration,Narrative,
Narration,Narrative,Woody tugs on a loosened slat and breaks Buzz free of the
Narration,Narrative,fence.
Narration,Narrative,
Narration,Narrative,The two toys run out into the street just in time to see the
Narration,Narrative,van driving off down the street.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody and Buzz turn around.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"drives right over them.  Woody and Buzz SCREAM, ducking just"
Narration,Narrative,in time.
Narration,Narrative,
Narration,Narrative,"After the truck passes, Buzz runs after it with Woody a few"
Narration,Narrative,steps behind.
Narration,Narrative,
Narration,Narrative,Come on!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Scud is lying on the porch when he suddenly perks up at the
Narration,Narrative,sight of the two tiny toys running down the street after the
Narration,Narrative,moving truck.
Narration,Narrative,
Narration,Narrative,Scud bears his teeth and GROWLS.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz runs up close to the truck with Woody still back a few
Narration,Narrative,paces.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,dangles off the back of the truck.  Buzz makes a leap for it
Narration,Narrative,and grabs hold.  He climbs up the strap and onto the bumper.
Narration,Narrative,
Narration,Narrative,Woody then lunges for the strap but it stays just out of reach.
Narration,Narrative,
Narration,Narrative,"You can do it, Woody."
Narration,Narrative,
Narration,Narrative,Woody gives a mighty leap and catches hold of the strap.
Narration,Narrative,
Narration,Narrative,"Whew, I made it!"
Narration,Narrative,
Narration,Narrative,Woody begins climbing up when suddenly Buzz goes pale.
Narration,Narrative,Woody looks behind him to see...
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,The dog leaps forward and bites down on one of Woody's legs.
Narration,Narrative,
Narration,Narrative,(kicking Scud with
Narration,Narrative,other foot)
Narration,Narrative,"Aaaaaahh!!  Get away, you stupid"
Narration,Narrative,dog!  Down!  Down!
Narration,Narrative,
Narration,Narrative,"Scud tugs on Woody, pulling him down to the end of the strap."
Narration,Narrative,
Narration,Narrative,"Hold on, Woody!"
Narration,Narrative,
Narration,Narrative,I can't do it!  Take care of Andy
Narration,Narrative,for me!
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Buzz leaps off of the truck and onto Scuds snout.  He grabs
Narration,Narrative,"Scud's eyelids and snaps them hard.  Scud YELPS, letting go"
Narration,Narrative,of Woody.  The dog bucks wildly with Buzz hanging onto his
Narration,Narrative,face.
Narration,Narrative,
Narration,Narrative,Buzz!
Narration,Narrative,
Narration,Narrative,The moving truck continues down the street leaving Buzz and
Narration,Narrative,Scud behind.
Narration,Narrative,
Narration,Narrative,"Still hanging onto the strap, Woody scrambles up onto the"
Narration,Narrative,bumper.  He unlocks the back door of the truck and tries to
Narration,Narrative,lift up the heavy door.
Narration,Narrative,
Narration,Narrative,"Suddenly, the family van and moving truck come to a stop at"
Narration,Narrative,a traffic light.
Narration,Narrative,
Narration,Narrative,"Woody slams into the door, causing it to fly upward taking"
Narration,Narrative,Woody with it.
Narration,Narrative,
Narration,Narrative,"Hanging from the door, Woody scans the inside of the truck"
Narration,Narrative,until he spots what he's looking for.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,"with the words ""ANDY'S TOYS"" written on them in crayon."
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Scud flings Buzz off his face.  Buzz goes tumbling under a
Narration,Narrative,"parked car.  Scud runs over to the car, but is too big to"
Narration,Narrative,get under it.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,Woody rips into one of Andy's boxes.
Narration,Narrative,
Narration,Narrative,
Narration,Narrative,All the toys wince and MOAN as they cover their eyes from
Narration,Narrative,the sudden brightness.
